pop1,pop2
2023.9792085550253,1988.8374188879573
1992.5399217404054,2008.0589596928828
2014.8554174231426,1995.5350494345812
2012.3500988313497,2008.1338038844478
2010.054422986883,1985.0483722390402
2007.2711516863003,1980.9821679892816
2018.1686366276854,2019.5574803045822
1999.3443609719172,2011.2851004892764
1982.5607807161255,2007.277642009128
1994.1990268509753,1995.232089142619
2006.2100336401702,2013.3715200707563
2011.7442364934118,2017.8868455123277
1999.0577137235473,2001.149140216316
1997.2857928455337,2000.6000171088722
2002.1875180810068,2006.100325475579
1993.3436135328457,1972.443362327289
1998.3594737249882,1989.035263412689
2004.3619910864554,2021.7365541173306
2000.099824281192,2009.4639207077573
2000.2159088660828,2029.339477823827
1991.0483270215143,1989.106059097192
2006.5276773885648,1996.945885786333
2009.8614645034136,2020.3908810978726
1987.5392683827201,2006.2502989443456
2012.5795230002059,1999.728160867404
1989.8324165834124,1992.9362400629104
1990.9569690469505,2016.6314184806276
1996.937682901703,1987.571353773236
1986.4480916122905,1981.5022755629102
2011.4308335253772,1998.9039143390871
2016.0539376630354,2002.6331449522752
1998.179565412963,1994.205519994983
1978.3866811987684,1991.701086588438
1991.745259792153,2002.3311825819974
1990.5445847814992,1999.1416048422363
2023.0759405087338,2018.843151957822
1983.988582950058,1977.1986519749323
2014.831786147807,1991.5446667904598
2016.470501498761,2007.6372777286888
2012.79442150506,2004.2058359900136
2004.2767620892257,2037.23588113457
2003.4263002552188,1978.670830212826
1996.4558285549613,2012.6878383338496
1983.8718454622706,2021.6260912310886
2004.2717724867625,2007.4323957755375
2005.5842950708034,1991.8586502918251
2017.6158381860462,2007.5203423585974
1988.525590523784,2023.856029606733
1991.169014595725,1992.0177983151561
1997.0505987721183,2018.29635751142
1992.3003502233144,1980.2874455373171
1991.2242692178934,2004.2567127003626
1981.03492890993,1999.2337126482664
2009.0214024284328,1996.7644131104626
2020.6219465743604,1984.083490836244
1994.8144556505874,2003.086506137098
2002.7854555573158,1975.211615397866
2007.315305946865,1986.9211810276454
2010.6038795026009,2022.3755305223583
1973.9557111987617,2001.647143299545
2002.0320792673044,2017.2709177552122
2006.8001869846978,1981.292326123463
1988.683856168631,2001.7314435653805
1977.6696772529585,2013.576319726028
2004.9339676032441,1983.8462786164241
1973.8860342345,1998.3012495490668
1990.0230896866815,1992.2882473409252
2011.988424488067,1988.7781769769033
1979.2495792354418,1996.2728892802652
2022.9514026562904,2001.1351925460403
2006.0922301451326,2021.9355704953252
1991.0930067044937,2010.4987650679861
1984.4016023144184,1980.29646774799
2000.9451864123919,1991.0560816758823
1994.677825271873,2003.3203832276474
2006.7220994962186,1971.7210010796052
1989.7690100505502,2011.9680932337985
1991.2192809248168,1996.472563332822
1966.7673284981433,2000.8087266417322
2009.3694939039653,1982.8920513775997
2010.1884676635739,2033.0356252813833
1981.4140042293795,2006.639653201563
1982.4571577338552,2001.0321396355855
2002.84216436809,1996.5560092809756
2003.8338294955665,1976.3748595735055
2004.8542219310377,1976.0351756699001
1997.611129147465,2007.927285985386
2015.429639602299,2012.5213797683507
2011.1607039852202,1975.164989436701
1996.684415501833,2009.1915022814758
1998.682884502272,1970.5140744911175
1988.0747586264506,2012.1807831284077
2016.2911087890739,2005.142960916129
1991.1461505146815,2043.2242889743325
2014.441746287649,2017.6098847428773
2006.3060264631627,1981.8586740018666
1988.0097113618494,2024.4671437500533
2007.7734787123445,1974.5444766022417
1995.0525324304324,1966.6324005216147
1983.2083786370654,2006.813525337401
1996.4568673825786,1994.3330835525483
1988.9887070272111,2028.610750888118
2010.465564280705,1998.7311154349786
1992.3756365904533,2014.23209786734
1996.4219450350658,1993.4581857009534
2010.293795234402,1989.915248025615
1986.9193290983694,2005.4074783769695
2020.5668189040507,1967.980812289429
2028.7654347492653,2000.5543878111712
2007.1170560158034,1992.6735276813693
2000.3420039237105,2030.0591351927396
1996.5256146011322,1997.915850177264
1991.9840133873092,1980.2677620615466
1989.8021584509618,1988.3812180187292
2013.593197073993,1987.8382606365735
2004.2602056798407,1990.2667153225443
2011.0759362227093,1985.143465207501
2012.636383143633,2029.463340407672
1993.7087957983097,2008.1068855788271
1986.5405168641369,2004.8758195352818
2017.14985244466,1997.493291198
2004.4636982516217,2003.2250324203314
1985.2427221226412,2004.5641319431315
1992.9584188451834,2007.136833280469
2000.75927496537,2013.673085619087
2002.984994102427,2018.5363188845338
1999.30105482727,2019.72969063331
2016.4523138905329,2015.667364651175
2030.0500901532478,1998.6583188515413
1987.2247588605169,2002.7191235125335
1998.1457259379424,2007.1525773846754
2011.519177509631,1994.7443009361825
2016.4039769850478,1999.4546199458684
2005.0665176077587,1984.599694891893
1995.2611826385828,1971.3633216760134
2016.8418148464907,2014.9359344185057
2014.7757760966608,2016.3136374241324
2016.247774521827,1993.0573784854132
1989.4568448483549,1977.305707151602
1978.860574843449,2014.816142112259
1994.7841337662267,2003.6163260769174
2017.9208655107611,2007.81533527906
1993.7965645485833,2004.2090229960718
1996.6907980574942,1982.3256676801032
2000.436411406125,1999.3397857140762
2006.0454970200708,2019.258354023797
1986.624147852321,2026.2103922430788
2003.6316375122728,2007.923239984091
2010.1149002670552,2017.123101237551
2012.3551646123428,2014.499344250836
2003.6714150867306,1992.5123205249372
1998.366280910739,2018.2319234208949
2007.8274835351945,1998.0759862324965
2012.3210671346974,1981.1360927931603
1999.468122685038,2027.592803568207
1998.9635675664988,1995.7737970396247
1980.112722142875,1986.5859679893108
1999.3492726597437,1999.796242734934
1997.9388308988255,1988.3588548784403
2001.5860190312524,1991.6573318629064
2009.6249146595187,2011.6864356696515
2009.1357529446655,2026.4763912751548
2017.0687749490353,2042.5709692010503
2011.2206984835905,2029.6376145408167
2016.8784259032723,2004.151638360975
2012.2802959837468,1993.9494145937758
2003.7484704372803,2005.8315709621006
1987.9472314719394,1988.277373821193
2025.7305163388064,1994.0685609786217
2011.0275263922622,2017.1072559523145
1996.9516578102848,2014.9945955034248
1998.4765097565726,2000.8827400831658
2012.9365637512512,1999.142887172329
2012.599981788692,1982.823376862293
2000.9035887121242,2008.9485614520677
1983.3560466698934,2024.8274184986474
2000.7364073532667,1997.8625600848543
2001.9610714354853,2016.343419330403
2008.039897238215,1993.939522044714
1999.2547311329442,2027.4080102032478
2031.520898481152,2024.0026476125977
2008.730246654676,2053.800823609874
1992.9992318226268,2004.2474828027136
1988.7352956684788,2001.0250221967528
2017.4067668080356,1994.6127510376025
1985.510222261434,2046.355963295457
1992.7583215828781,1988.4412428432565
1999.202747425572,2003.4092153558324
1977.7335165914762,1971.7429216185296
2009.1087094021352,2007.050401912705
2006.9140814306388,1970.5860672262547
1999.5340828596952,1981.2636991778695
1994.6625631463726,2018.5106286249488
1999.3776782111888,2014.776515715486
2005.1191438142966,2025.8874755311347
2010.9071149241183,1991.1496791372044
2006.875766083124,2001.8125728713976
1976.1553400238167,2020.400832524088
2003.3959001263136,1981.1815102589298
2012.0164715662058,1970.2806749058705
1976.5418920505729,1998.6200378111387
2013.4931173404939,1984.9512287725893
1999.6558081894461,2015.4754382004971
1995.2105146626936,2025.0183599800598
2017.1238022974103,1999.6598608433899
1998.964488906486,1996.9171273681493
1993.904086345198,1986.1919556511511
1994.9274506001498,1979.3841956829128
2003.2566761008372,1998.1508053164962
1999.6667109468342,2036.7127284625528
1984.0112733038247,2016.742157324871
1993.2373907147883,1999.6764457525676
1986.3274005011556,1983.4554089369576
1994.7029815563067,2013.781582811804
2004.3101299421646,1995.0555964332777
1983.5942645412686,2020.8811865962716
2003.2888175577057,2012.6585327847545
1976.0858002976963,2006.9719343053214
1993.655299658665,2019.2938086455433
2000.4168207527011,1997.0645106203742
1997.2343161624283,2006.5478890435224
1993.6553658076339,2029.6839673428312
2007.6309407599683,2012.0166398006183
1991.2797471499132,1978.34458633187
2009.7148924189955,1964.935818457992
2035.5288974170685,2002.1436806430102
1999.2928300969145,2015.7203696975344
1987.5800160517429,2013.1061317623269
2009.0981637896011,1997.5826737146608
2005.41546809654,2000.6141724843899
1994.460417189538,1984.6290693529659
1994.7788878726224,2025.3379538999116
2002.8379262057865,1973.5144867661961
2012.4901622366872,2002.5593594607062
2004.49731686532,2017.8273074900223
1987.1334222099554,2018.4775825998233
2005.5391928901076,2006.715022546548
1994.031764762593,1996.7227771294797
1984.151627493315,2014.4334465389645
2023.3723579867271,2009.2452554106515
2004.9137866362526,2012.038184185298
2007.194266674274,1988.2306341850356
2008.9652959798866,1979.5530156114746
2002.8978859474819,1971.1475631499386
2024.0026446573336,1950.6812991714326
2009.3528278683207,1987.987231595151
1985.9435986250505,1994.941883785529
2000.8418170151385,2010.3571600341604
2002.511051141603,1954.6508889304537
2024.667952722123,2007.3374200863814
2018.586812265598,1999.641505193839
2021.5457870643343,1989.3744532783821
2014.0056867238718,2026.6455433572753
2009.911783504367,2001.0293809791488
1987.4609279108893,2015.2089840119045
1989.48090569344,1970.2015176708946
2000.4841280450864,2025.9519687298434
1998.8854570476085,1997.3964825923033
1991.0432035097067,2005.1787677754082
2002.6630867231622,2018.1859289561557
1997.3063239801197,1991.1918690626458
2005.2399890563406,2023.4260413090915
1994.5487811159976,1988.5386931026565
1986.2145667900627,2002.1484658424988
1986.2090416222663,1995.6928952544677
2003.0974885830306,2014.8542080360523
2005.8955565890776,1995.840963892624
2000.7204865280498,1999.0008634459307
1999.5046749248984,1980.7713328293478
2006.8869010141518,1971.0366555636228
1992.9661267715642,1970.41644215635
2001.7748751049976,1976.9248419234664
1993.0006295368753,1999.6458067122446
2004.641289923539,2010.9781537279864
1996.9497554134468,1978.070012971208
1989.9752405577883,1979.7362403080647
2002.43488943807,2008.1850908107306
2036.3682772400737,2000.5896808651614
1992.0078150304485,2000.609835817198
1990.9602962238014,2042.6536984376853
1985.677688957864,1991.8105665290066
1987.0915299308947,1980.232075630516
1983.4091445484428,1990.1250323953645
1983.1843060522692,2023.371212682765
2005.489154244131,2010.082934857101
2001.5003845995475,2022.4530113377648
2005.3794114310538,1995.1415574653408
1994.8118501566619,1978.8990511059026
1994.5391875692103,1987.118355132526
2004.0130049568645,1988.3357686716265
1989.658264039077,2011.0479414222732
1992.8767477178794,2011.1422174844283
1999.7050219715793,2005.6820314430604
1986.7219262043582,2003.8682518185753
1983.9909799299046,1990.000218838409
2004.6742222546693,2005.456812737758
2007.406027247235,2003.607743549144
1992.9767092203845,1978.0884496280519
1999.3760122202202,1984.8247993976488
2002.44286498406,2011.6597083699612
1997.707867335875,1996.6729327691837
2026.241048893383,1997.3503837718215
1994.3896242318442,1978.2826458811728
1997.2030173692276,1999.3046911255258
2003.7384081947744,1991.3157866189
2003.9487049279585,1983.5758979453406
2004.6612589619194,2013.7210380242966
1991.654231504929,2008.502733754716
1998.461961556849,1994.6908568947126
1998.2831857966974,1988.4663268482254
2000.9224178024617,1993.5351534548174
1999.0043799606804,2000.3638847532911
1993.4767497281032,1986.5747992969132
2002.1820258896155,1982.6467537927367
1982.0731423912443,2021.6422746274675
1995.4234407798383,1995.7771803815745
2027.4318541929654,1992.0951634653875
2023.4218813903926,1973.4353961910883
2018.164299048247,2001.0909723167595
1991.9187939315823,1996.9616234639702
1992.4530156982112,2011.0612546343318
2002.55112605574,1984.3582657768611
2004.4078502520488,1975.286425240189
2009.6301795203021,1964.3042859781322
1997.523539901259,2013.438181406333
1984.4854364295086,2000.884988572491
2008.6713533819723,1999.0217900727996
2020.9695577918797,1980.5409643604273
1988.1575287408982,2000.001182324617
2003.2179118147585,2001.536824163605
1993.9468381669913,1975.311893171435
2017.3438787292203,2021.7707728629562
1992.371034385277,2026.1561834031527
1997.7401753160784,1995.623338886672
1998.4951595278426,1974.6966887501442
2012.801412202297,2007.343112993059
2017.6467083961609,2010.8321701663747
1983.2828298345685,1986.1630901872322
1976.0153832040376,1988.2126285015095
1999.6540163375657,1988.5326143552502
2001.1943493746069,1978.5946177248904
2001.4336030674351,1998.4604006756063
2002.1626385833206,2000.7099895452257
1995.645109252092,2016.9533304569766
2022.4299800471783,2033.814455386689
1996.6134908501685,2021.9242575286994
2009.0973178618938,1997.23317354345
2005.335132068089,2012.4448353581306
2016.9498956130465,2017.4028942583677
2003.3465641959376,1990.1725909351662
1985.2624378726734,2008.8986305968465
2013.1146368426569,2001.7775716919414
1995.4631292107224,2002.6205477154474
1994.6362754903423,1985.8468436151065
1998.2358986885645,2019.91981212185
2001.194433566059,1998.9415316647471
2006.5195656853898,1983.2660534981853
2008.8738455837013,2005.952028993178
2005.8307085083795,1970.3431593731552
2004.6215116224703,1994.4088150850753
1983.4191074112139,2007.8188996289555
2012.071988077784,1995.4357874322102
1997.9692994115928,2023.5170931389182
2020.0635052017658,2017.9311113785327
1988.2909378290353,1980.3634773175188
2008.8087676007267,1975.8112275932658
1983.889327837475,2012.0389184285623
1981.8455345848706,2000.2719351006679
2005.4583808849368,2044.194905285232
2036.030247752456,1989.85913738267
1989.5057200611423,1977.1944655474722
1989.133919227209,1981.6893535112217
2013.8855083888438,1996.798794500527
1990.2429015429484,2009.1439294962436
1990.0832228896147,2007.4432434970115
1996.4577893618773,1986.250720353629
2000.72579429209,1992.61209205252
2019.1251700217526,1977.3174317371627
2003.9064856266139,1997.2541841541356
2002.094035884179,2001.2840130823038
1981.009150426321,2024.2915143127043
2008.6517682443432,2007.640270125498
2002.810828571229,2000.8270774387797
1998.2811971832618,2003.7123610526987
2004.5285023133597,2001.1553996870232
1969.7742113366899,2001.6054517393354
2014.9629182320273,2003.53195970894
2033.5856990342847,2012.0842131497454
1993.7066898243186,2009.3894953816277
2008.6280604431145,2018.7123240056835
2019.662093231517,2004.314499205756
2007.181078843968,2001.9508761812294
1992.3693310606754,1989.0901545008585
2006.0246813267008,1983.881635527942
1998.1960192271997,2037.3882828755764
2006.2125439914832,2030.486000596295
1997.3912810217253,2006.2417241901942
1999.9065514037113,1988.16073734565
1995.5277317609182,2009.005175239826
2010.2287174780686,1996.5745248576459
1991.6087810572667,1978.5589244651383
1997.9338724994232,2018.518831071925
2000.4390234631126,1985.3376143796654
2007.4848240795557,2024.9223838828773
1989.6281278658212,2011.8412710875134
1986.719495301769,2026.6572792095908
1994.984326350241,1995.2809369958857
1992.1255573976912,2008.9675620064518
1991.4175002829454,2005.4147842552754
1996.6893372606442,1989.3600042231055
2010.6569284734398,1996.1459487261777
1992.9524529175815,1988.2136171144834
1977.2582293423839,2013.0436830951712
2009.9554018683614,1978.5847550685276
2006.6728660278095,2017.3502144883146
2012.9247357983797,1990.4557543071846
2016.515022032012,2007.3260506052095
2007.6787606522655,2009.3500994780327
1986.9974429586377,1995.4009192055623
1982.391921325317,2014.4010476435
1984.9403425317332,2003.483669794976
1994.7963176838616,1988.7683897712338
2007.324390743273,1974.0605427812893
1981.9002730751931,2000.8294098569652
1996.1074203205937,2000.8225174653253
2003.0970266945362,2001.0522001812571
1983.1921335729423,2040.0626489235183
2016.067332959612,2001.2598853471386
2004.001831452946,1992.7746265069716
2012.1212053448724,1998.6929192623236
1991.9555655450729,2000.4746520161632
2003.429243379505,2010.633535687853
1989.702858179824,2001.4118114755863
2019.4912117769736,2004.824819850743
1985.041318915331,2000.9270639437273
2008.5164780661758,1995.7384812069658
2011.1320939955413,1992.9443115773943
2007.7944059269446,1989.4028871236087
2006.535556544793,2004.6992376168241
1979.4912810706132,2018.8276524046505
1991.1082768920976,1991.2350358600777
1989.206286263208,2000.796951643758
1993.726349488264,2012.262267639949
1989.0944258074167,2016.1832421054432
1996.9028227491053,2001.9195789895666
2000.9716418838811,1988.8758426683494
2007.3176078160886,1989.4735114704026
1994.8575044363838,1994.394833133728
1998.4603528368436,2004.292443502747
2010.2812476288022,1997.8340605787507
1998.9911458016645,1997.6810392181376
2027.1439051457305,1995.3958001507178
1990.0483680062737,1985.6632147545172
2011.955756113794,2018.312668353477
2003.189663283384,2005.6345174871253
2016.9144915261597,2006.3127493182442
1990.124062643088,2009.8596200853744
2004.0334332591797,1997.4474367896757
1998.2250740137029,1995.1803549327024
2015.0334351477384,2015.0492204248806
1992.6630175806274,1975.0539657892373
1989.631279142204,1988.1565104114084
2004.6324491159635,2010.3480236180708
1986.7707796253974,2012.5591734127063
1992.9769785157605,2017.0399138363205
2006.4997369889372,1974.2572594455914
2008.8458234642521,1963.4812536691313
1985.3537961827997,2016.272855274843
2004.4019377462196,1996.4992619518143
2009.495425204121,2016.4715649976729
1997.241769250629,1989.1552017200893
2017.595744568044,2009.448666004946
2012.3216672642668,2021.8474484702936
2014.5718737729835,1985.7408670469983
1994.9134999246428,2022.4953587807331
1991.2096962569894,1982.8009135086193
1994.1505906408024,1997.269966934
2000.0310922596357,2027.310232125591
2013.5411513998447,1994.8207372978052
1989.7558956471603,2015.4917410373046
1995.418875877736,2013.4478932378981
1997.8035657296614,2003.499071027692
2007.1549554141702,1999.5692741947043
1995.0326663072883,2024.7759457272618
2007.4866861716084,1982.575834281215
1986.7622953337684,2004.8443775595006
2002.338164235642,2030.9502686093945
1985.6528774006304,2017.1816738999307
1988.7073924898943,1979.6690434245018
1980.7220471330577,1995.552759610483
2001.2365120515447,2008.4681647672687
1992.4054142649102,1991.2881842162187
2007.1874527412203,1990.3944521195142
1991.5114561252612,1986.6354026978179
1994.91227379851,1977.032600468485
1966.2118324161247,2027.078896397495
2000.6769053086166,1991.3888934966003
1993.0669775990143,2008.9240258216307
1990.0466959986607,2009.7228763442215
1997.1468135018306,2011.3701884426484
1988.7226394981892,1972.7370018456672
2010.6034374397734,1998.7344044976617
1990.8264910369217,2027.9422315796046
2014.5805203859793,1986.362907412045
2003.2643711740561,2013.448304181166
1990.143222979531,1998.6914745224556
2004.6994222658977,1983.7995447288079
2007.1849045523566,2006.0210060797526
2004.1324902052272,1988.4015923988657
1995.0636848744396,2026.5093269549666
2001.684840714889,2029.7335867575048
1992.3606876337765,1984.6894006009506
2004.6868241035202,2011.9941298085116
2022.0432485400827,1994.7612474949726
1981.6570120847075,1998.6499998795066
1997.9958800907193,1992.071156163019
2015.8749378092962,2027.328101979981
2003.8928110340262,2008.5069810981358
2018.3539700644214,2006.4734962196285
2014.7496025329892,1951.644109383833
1985.7564118545272,1990.8111719100475
2009.8803164534058,1994.7215725574897
1998.4205466532892,1998.7675340996193
2001.6722759458269,1990.362812139442
2001.13655242274,1987.4299456125611
1997.2753969926027,2009.4279501306123
1997.031534802525,1978.9401952502878
1987.5757591261515,1988.8348354802376
2008.3398337970793,2009.0970749759426
1997.696651171153,2038.2534038470033
1977.708717848799,2024.528602772649
2003.3290350601512,2004.5236569736176
1980.964225603316,1995.4193355611296
2013.6375044519398,2007.8867340548568
2003.6234561602948,2036.5411916626113
1996.8011146568942,2009.3197555154736
1996.3808596387562,1988.142330283267
1982.7535373384428,1988.843817843522
2009.9580636206897,1992.0415570882617
2005.3174343945204,1998.2272674548112
2011.3335706581008,2031.7943339397063
1974.653430039326,2002.7673847211438
2012.2720043934796,1993.726255839702
1997.1084149265369,2005.5015799585765
1990.3905540861365,1990.3812365851675
2014.054180347624,1990.8631880286853
1994.0813870974048,2009.1529620175468
2006.4142234031383,2010.7853921217154
1984.5036946659316,1968.9650666710272
2004.209014116508,1978.0591409294268
1994.1304972754251,2008.4642182244252
1994.8349070647378,1999.9472172438136
1997.969664291798,2004.7399683301758
1999.5868447594037,1978.4973016323731
2004.1081775903779,2022.6003420474935
1996.994815776662,2001.1251429376105
1997.4314746673756,1980.4870487995006
2002.1486159869535,2002.3123972971882
1980.3976518710444,2006.1142749724938
1991.8231404612457,1984.1008462159532
1998.6744815157722,1988.6933843405734
1988.1891217236985,2016.072009392208
2000.3507322377538,1982.0752151802758
2000.302527108208,1982.6120866488382
1991.8151157209413,2008.103480878292
2009.4394441505126,2001.3653905764147
2009.963169591198,1950.4988355279056
1985.9252981629795,1952.1461359109842
2008.0858156467345,2031.4835495597151
2000.1508703155341,1997.9836829877124
1992.2946553621764,1982.8697714203718
1992.5651311522922,2018.6589004724663
2001.6184787435766,1996.5369736820965
1994.9055498895646,1994.5568434802638
1987.3557312982966,1991.309112608533
1988.9048219695421,2014.8072261203877
2000.2755361407992,2004.195927278962
2016.8223393772653,2025.8839655705651
2007.9493880392235,1969.8773695200607
2005.0286661927187,1988.874012724671
2015.155501078977,1990.7390471203269
2005.822548880294,2008.3622934054306
1990.7485567875444,1993.163379157656
2016.7919571657424,2012.989690383586
2007.3752250678863,2012.6052259709802
1998.89068777766,2026.6954376854942
1987.684926402844,2000.3527274909998
2010.5822361584449,2005.2405276543263
2004.3362577829714,1979.849380380367
2001.7345729636615,2010.10200863667
1968.7445300976112,1991.8327057401311
1996.042198567525,1985.302821477248
2009.8081600853698,1996.2741520712786
2014.2862257518884,1983.158852279036
1973.5911856415491,2008.4023631713378
1991.8997191063506,2009.2311939360388
2012.068347111181,2009.7338231234505
1993.0161121827512,1976.9595416666457
1995.4004543650105,1971.7968088612743
2008.1367666719154,2008.3877893918543
2001.891768155799,1949.7993681956752
2007.4781646110716,1998.1331360815395
2005.0757677580946,2013.1987999418259
2009.61424326105,1989.5429728358345
1991.6493387114438,1988.2870618332872
1988.5554574085486,1993.1318560528746
1999.6946045687803,2011.6833173059083
2004.322927682827,2002.1929294048343
1991.7945793143242,1994.0624740823766
2000.5955938618633,2004.6666376097453
1995.4231301069426,2008.600976732232
1992.065438479691,1965.4080938929797
1997.995839850799,2006.4933908546002
2008.5386324548554,2000.940712279166
2013.1193054232187,1987.9104875700202
1997.467874825014,2000.0052669918425
1997.9475064448395,1993.1708115199172
1994.6294289711002,1998.3444598309313
2008.1777768083543,1989.6880276046809
2006.0535551904795,2009.849696371304
2009.3461239149929,2018.51927062208
2016.4635017125497,1988.9867399543464
1992.860812539755,2012.3195800202773
2019.3163731622321,1991.4852728291137
1982.0037603568767,2024.6384544558045
1991.2584514771327,1994.9417143226829
1970.2221514214382,2003.3023489108796
1992.0748109252927,2001.0799746021492
2022.1618424734975,1985.5709491254647
2006.2381785494797,2001.7598373659248
1993.592845750498,1983.587992972352
2006.963301125238,2001.8888522865782
1989.5024788329356,1978.4718293379951
2012.249716393411,1997.6690645802405
2007.309013327412,2018.1584449844127
1990.2321174893812,1965.6262354760524
1986.2573052779637,2007.094851026252
1998.0783406862479,1978.2516902905022
2014.5453753618722,2005.1630011113186
2006.3901518430823,2003.955789754166
1995.9445117032828,2004.744944597621
1995.199879161861,2004.6946618177938
1981.9615015735576,1978.1483363601756
2008.5458068904156,2003.141192366108
1986.7093020195427,1975.6696017806842
1997.87250369586,2009.2877643456625
2002.4138497674057,2002.2128586938613
2005.3920776683449,2003.1030344919473
1994.3105643217086,2014.857433381717
2012.1226350276286,1977.5793242422642
1999.4421349656975,1991.5339219886275
2016.0082126687064,2028.2584890734688
2002.6827291454163,1979.6240968748605
2003.1737630457292,2009.147949299555
2006.8338480561627,1964.8672767404346
1997.7688489072282,2026.3726221415773
1989.5230487735132,1975.844412538142
1988.1815772158027,1993.7402548634118
2011.336121553097,2003.4905239678146
1996.45910410221,2000.2596640232855
2002.991146661618,2026.5993522695396
2011.4586128587928,1984.844102571955
2009.4951177262017,2002.0702428523073
2013.00937686901,1986.1994319582147
2014.35826943351,1979.925078473366
2011.4681162815323,1988.7262727528596
2019.4940519925453,2019.5446429126853
2002.8338769246081,2024.1738697096653
2012.496551042068,2028.5365002716098
2011.8825683229793,1986.2750507512617
2027.3438821144898,2020.1569593293113
1997.460580864063,2015.0013985232263
2009.2051773750734,1987.3807252642057
2009.9118613893363,1998.291993612987
1996.6322783187368,2013.8904911408983
1998.326076828902,1955.558289856135
1996.5030256140985,1983.4583172206108
1983.9515798903724,2005.4099805870298
2005.3650797283547,2002.843603849441
1987.2293846670236,1990.5342600583474
1998.4195644169718,2001.09543332258
1993.6584099788724,1961.319211683264
1994.7701083171723,1983.2640742347764
1989.2977898957247,2005.377311837589
1987.141976139451,2037.1015521230604
2011.8452647177628,2002.9741060805538
1995.1167265919926,2010.0681527522227
2010.5625008545298,2015.7233438959504
2004.5635923419902,1989.5472140568163
2008.2382603377885,2000.6850545445673
2013.8987236010892,1998.5787600207295
1997.2152416404142,1984.8376302944055
1985.3555864689927,1978.1040923222138
2010.2064517155843,1988.6468168262595
2005.8978805159352,1996.5453698837414
2033.1185085479124,1970.648639125754
2008.8992911258772,2000.032249538381
2013.0359071865525,1978.5460014445564
1984.4923826536233,1974.0123863971924
1973.0868264060703,1972.0997888985216
1992.5281495396944,2011.1274859505509
1985.152565867298,1979.0457612058594
1987.956837322284,2000.5003810451594
2006.0234291169481,1991.4870159686125
2001.095539789906,2019.4484344593234
2003.099777923963,2020.9992546122446
1998.2828074212514,2000.9559321524166
2001.5230211009925,1991.7257394385538
2009.1354152232088,1992.4544396151562
2024.4464168665081,1992.4422299113883
2000.0147802133367,1999.3600991943504
1991.519257745639,2029.7898170079616
2006.5616502594546,1991.1572790841685
